Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Frequently,Research & Development,2,1,4,Female,3,Laboratory Technician,Married,3180,0,No,3,3,3,4,3,3,3,2,0,2
31,No,Travel_Rarely,Sales,2,2,1,Male,3,Sales Representative,Married,3067,0,No,3,3,1,3,1,3,2,2,1,2
30,No,Travel_Rarely,Sales,15,2,3,Male,2,Sales Executive,Divorced,7140,2,No,3,1,1,12,2,3,7,7,1,7
54,No,Travel_Rarely,Research & Development,1,3,4,Female,3,Research Director,Single,17328,6,No,3,4,0,29,3,2,20,7,12,7
40,No,Travel_Frequently,Sales,2,4,2,Male,3,Sales Executive,Married,4327,5,No,3,4,3,5,2,3,0,0,0,0
29,No,Travel_Rarely,Sales,10,3,4,Male,3,Sales Representative,Divorced,2297,1,No,3,4,2,2,2,3,2,2,2,2
45,No,Travel_Frequently,Research & Development,1,4,2,Male,3,Healthcare Representative,Single,5399,4,No,3,3,0,12,3,3,4,2,0,3
37,No,Travel_Rarely,Research & Development,19,3,3,Male,3,Manufacturing Director,Married,5768,3,No,3,1,3,9,2,2,4,3,0,2
32,No,Travel_Rarely,Research & Development,1,1,4,Male,3,Research Scientist,Single,2956,1,No,3,4,0,1,2,3,1,0,0,0
32,No,Travel_Rarely,Research & Development,6,5,3,Male,3,Research Scientist,Single,3038,3,No,4,1,0,8,2,3,5,4,1,4
26,No,Travel_Rarely,Sales,1,3,3,Male,3,Sales Executive,Married,5296,1,No,3,2,1,8,3,3,8,7,7,7
43,No,Travel_Rarely,Research & Development,27,3,4,Male,4,Laboratory Technician,Divorced,4876,5,No,3,3,1,8,0,3,6,4,0,2
31,No,Non-Travel,Research & Development,1,4,3,Male,1,Manufacturing Director,Married,4345,0,No,3,4,1,6,2,3,5,4,1,4
34,No,Non-Travel,Sales,10,3,4,Male,3,Sales Executive,Divorced,4001,1,Yes,3,3,1,15,3,3,15,14,0,7
27,No,Travel_Frequently,Sales,3,1,4,Female,4,Sales Executive,Divorced,4647,1,Yes,4,2,2,6,3,3,6,5,0,4
32,No,Travel_Rarely,Research & Development,9,4,1,Female,3,Research Scientist,Married,6322,1,Yes,3,4,1,6,2,2,6,4,0,5
45,No,Travel_Rarely,Sales,11,2,4,Female,3,Manager,Married,17650,3,No,3,2,1,26,4,4,9,3,1,1
30,No,Travel_Rarely,Research & Development,1,3,4,Male,1,Laboratory Technician,Married,3833,3,No,4,3,2,7,2,3,2,2,0,2
29,No,Travel_Rarely,Sales,10,3,3,Male,2,Sales Executive,Single,5869,9,No,3,3,0,8,2,3,5,2,1,4
37,Yes,Travel_Rarely,Research & Development,2,2,4,Male,2,Laboratory Technician,Single,2090,6,Yes,3,2,0,7,3,3,0,0,0,0
30,No,Travel_Rarely,Sales,12,3,2,Female,3,Sales Executive,Single,6577,0,No,3,2,0,6,6,3,5,4,4,4
36,No,Travel_Rarely,Research & Development,6,4,3,Male,1,Laboratory Technician,Divorced,2741,1,No,3,3,1,7,4,3,7,7,1,7
33,No,Travel_Rarely,Research & Development,5,4,3,Female,2,Research Scientist,Married,2911,1,No,3,3,1,2,2,2,2,2,0,2
24,Yes,Travel_Rarely,Sales,3,2,1,Female,3,Sales Executive,Single,4577,9,No,3,1,0,4,3,3,2,2,2,0
49,No,Travel_Rarely,Research & Development,1,3,3,Male,3,Manager,Single,15379,4,No,3,1,0,23,2,3,8,7,0,0
38,No,Travel_Rarely,Research & Development,1,4,2,Female,4,Healthcare Representative,Single,7625,0,No,3,3,0,10,4,2,9,7,1,8
49,No,Travel_Rarely,Sales,8,4,4,Male,2,Sales Executive,Married,13120,6,No,3,2,1,22,3,3,9,8,2,3
32,No,Non-Travel,Research & Development,1,3,4,Male,3,Laboratory Technician,Divorced,2314,0,No,3,2,1,4,2,3,3,0,0,2
33,Yes,Travel_Rarely,Research & Development,25,3,1,Male,2,Research Scientist,Single,2313,4,Yes,4,2,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,13,3,2,Male,4,Healthcare Representative,Married,5538,5,No,3,3,2,10,2,2,0,0,0,0
36,No,Travel_Frequently,Sales,3,4,1,Male,2,Sales Executive,Married,9699,4,No,3,1,1,16,2,3,13,9,1,12
25,Yes,Travel_Rarely,Sales,19,2,3,Male,2,Sales Representative,Married,2413,1,Yes,3,3,3,1,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,3,Male,4,Research Scientist,Divorced,5974,4,Yes,3,1,2,13,2,3,7,7,6,7
34,No,Non-Travel,Sales,4,4,3,Female,3,Sales Executive,Married,6538,9,No,3,1,1,6,3,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,4,4,Male,3,Manager,Married,19513,4,Yes,3,1,1,26,2,4,2,2,0,1
36,Yes,Travel_Rarely,Sales,9,4,3,Male,2,Sales Representative,Single,3407,7,No,4,2,0,10,4,3,5,3,0,3
27,No,Travel_Frequently,Sales,2,1,4,Male,1,Sales Executive,Single,5071,3,No,4,2,0,8,3,3,6,2,0,0
26,Yes,Travel_Frequently,Human Resources,17,4,2,Female,3,Human Resources,Divorced,2741,0,Yes,3,2,1,8,2,2,7,7,1,0
31,No,Travel_Rarely,Sales,2,1,2,Male,3,Sales Executive,Single,6582,4,Yes,3,3,0,10,2,4,6,5,0,5
34,No,Travel_Rarely,Research & Development,1,2,1,Male,3,Manufacturing Director,Married,4325,1,No,3,3,0,5,2,3,5,2,1,3
48,No,Travel_Rarely,Research & Development,1,3,4,Male,2,Research Director,Single,18265,6,No,3,3,0,25,3,4,1,0,0,0
47,No,Travel_Rarely,Research & Development,4,3,3,Female,2,Manufacturing Director,Divorced,10333,8,Yes,3,3,1,28,4,3,22,11,14,10
28,No,Travel_Rarely,Human Resources,8,2,2,Male,2,Human Resources,Divorced,4936,1,No,3,4,1,6,6,3,5,1,0,4
34,No,Travel_Frequently,Research & Development,19,3,3,Female,3,Laboratory Technician,Divorced,4444,4,No,3,3,2,15,2,4,11,8,5,10
29,No,Travel_Frequently,Sales,2,2,2,Male,3,Sales Executive,Single,4554,1,No,3,1,0,10,3,2,10,7,0,9
24,No,Travel_Rarely,Research & Development,17,1,4,Female,2,Manufacturing Director,Divorced,4377,1,No,3,2,2,5,6,3,4,2,3,2
45,No,Travel_Rarely,Research & Development,2,2,4,Female,2,Manufacturing Director,Divorced,5770,1,No,3,1,2,10,3,3,10,7,3,9
49,No,Non-Travel,Research & Development,18,4,4,Male,3,Manufacturing Director,Divorced,6804,1,Yes,3,1,2,7,0,3,7,7,1,7
52,No,Travel_Rarely,Research & Development,3,3,4,Male,2,Manufacturing Director,Married,7969,2,Yes,3,3,0,28,4,3,5,4,0,4
26,Yes,Travel_Rarely,Research & Development,16,4,1,Male,3,Laboratory Technician,Divorced,2373,2,Yes,3,4,1,5,2,3,3,2,0,2
33,No,Travel_Rarely,Research & Development,4,4,1,Female,2,Laboratory Technician,Married,3838,8,No,3,4,0,8,5,3,5,4,0,2
40,No,Non-Travel,Research & Development,9,5,4,Male,2,Healthcare Representative,Married,4876,9,No,3,4,1,5,5,1,3,2,0,2
38,No,Travel_Rarely,Sales,2,4,2,Female,1,Sales Representative,Married,5405,2,Yes,4,1,2,20,4,2,4,2,0,3
58,Yes,Travel_Frequently,Research & Development,2,1,4,Male,2,Laboratory Technician,Divorced,2380,9,Yes,3,4,1,3,3,2,1,0,0,0
30,No,Travel_Rarely,Research & Development,28,2,4,Female,3,Research Scientist,Married,5775,1,No,3,4,2,11,2,3,10,8,1,9
39,No,Non-Travel,Research & Development,9,3,4,Male,3,Manager,Single,19431,2,No,3,3,0,21,3,2,6,0,1,3
37,No,Travel_Rarely,Research & Development,10,1,4,Female,3,Research Scientist,Divorced,2782,0,Yes,3,2,2,6,3,2,5,3,4,3
46,Yes,Travel_Rarely,Research & Development,21,2,4,Female,3,Healthcare Representative,Married,8926,4,No,4,4,1,13,2,4,9,7,3,7
58,Yes,Travel_Rarely,Research & Development,7,4,3,Female,2,Manufacturing Director,Married,10008,7,Yes,3,4,0,31,0,2,10,9,5,9
54,No,Travel_Rarely,Research & Development,3,3,4,Male,3,Research Director,Married,17779,3,No,3,1,0,36,2,3,10,9,0,9
59,No,Travel_Rarely,Sales,25,3,1,Female,3,Sales Executive,Single,7637,7,No,3,4,0,28,3,2,21,16,7,9
40,No,Travel_Rarely,Sales,9,2,1,Male,3,Sales Executive,Married,5473,0,No,3,4,0,9,5,4,8,4,7,1
21,No,Travel_Rarely,Sales,22,1,3,Male,3,Sales Representative,Single,3447,1,No,3,3,0,3,2,3,3,2,1,2
54,No,Travel_Frequently,Research & Development,11,4,2,Female,3,Manager,Divorced,16032,3,No,4,1,1,26,2,3,14,9,1,12
26,No,Travel_Rarely,Sales,28,2,1,Male,3,Sales Executive,Married,6272,1,No,4,4,2,6,5,4,5,3,1,4
22,No,Non-Travel,Research & Development,16,2,4,Male,4,Laboratory Technician,Divorced,2935,1,Yes,3,2,2,1,2,2,1,0,0,0
58,No,Travel_Rarely,Research & Development,5,3,3,Female,2,Healthcare Representative,Divorced,10552,2,Yes,3,4,1,24,3,3,6,0,0,4
26,No,Travel_Frequently,Research & Development,1,1,1,Female,2,Research Scientist,Divorced,2007,1,No,3,3,2,5,5,3,5,3,1,3
50,Yes,Travel_Rarely,Sales,3,2,1,Male,2,Sales Representative,Married,2683,1,Yes,3,3,0,3,2,3,3,2,0,2
50,No,Travel_Rarely,Research & Development,1,2,4,Male,3,Research Director,Divorced,17399,9,No,4,3,1,32,1,2,5,4,1,3
42,No,Travel_Rarely,Sales,14,2,3,Female,2,Sales Executive,Single,6244,7,No,3,1,0,10,6,3,5,4,0,3
49,No,Travel_Rarely,Research & Development,22,4,1,Female,3,Research Director,Married,16413,3,No,3,2,2,27,2,3,4,2,1,2
34,Yes,Travel_Frequently,Human Resources,23,3,2,Female,3,Human Resources,Divorced,9950,9,Yes,3,3,3,11,2,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,2,4,3,Male,3,Research Scientist,Divorced,2695,0,Yes,3,2,1,3,2,1,2,2,2,2
41,No,Travel_Rarely,Sales,2,4,4,Male,3,Manager,Single,16015,1,No,3,2,0,22,2,3,22,10,0,4
46,No,Travel_Rarely,Research & Development,2,2,4,Male,3,Manufacturing Director,Divorced,8578,3,No,3,3,1,12,4,2,9,8,4,7
24,No,Travel_Rarely,Research & Development,17,2,4,Male,2,Laboratory Technician,Married,2127,1,No,4,4,1,1,2,3,1,0,0,0
29,No,Travel_Rarely,Sales,19,3,3,Male,2,Sales Executive,Divorced,8620,1,No,3,3,2,10,3,3,10,7,0,4
34,No,Travel_Rarely,Research & Development,1,2,2,Male,2,Research Scientist,Married,3622,1,Yes,3,4,1,6,3,3,6,5,1,3
29,No,Travel_Frequently,Research & Development,10,3,4,Female,3,Research Scientist,Divorced,3291,0,No,3,4,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,2,4,3,Female,3,Healthcare Representative,Married,4089,1,No,3,2,2,10,4,3,10,2,2,2
37,Yes,Travel_Rarely,Sales,1,4,1,Male,2,Sales Executive,Married,10609,5,No,3,3,0,17,2,1,14,1,11,7
38,Yes,Travel_Rarely,Research & Development,2,3,3,Male,3,Manufacturing Director,Married,4855,4,No,3,1,2,7,2,3,5,2,1,4
47,No,Travel_Frequently,Sales,4,1,2,Male,3,Sales Representative,Single,2976,3,No,3,1,0,5,3,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,8,2,3,Female,4,Research Scientist,Married,5175,5,No,3,3,1,9,3,2,5,3,1,3
55,No,Travel_Rarely,Research & Development,2,4,2,Male,2,Research Scientist,Married,2662,8,No,4,2,1,19,2,4,5,2,0,4
42,No,Travel_Frequently,Research & Development,28,4,4,Female,2,Healthcare Representative,Married,4523,0,No,3,4,3,7,4,4,6,5,0,4
32,No,Non-Travel,Research & Development,29,4,4,Female,3,Laboratory Technician,Single,4025,9,No,3,2,0,10,2,3,8,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,3,Male,3,Research Scientist,Married,2044,1,No,3,3,1,5,6,4,5,3,0,3
46,No,Travel_Rarely,Human Resources,5,2,2,Male,3,Human Resources,Divorced,5021,8,Yes,4,4,1,16,2,3,4,2,0,2
46,No,Travel_Rarely,Research & Development,2,4,4,Male,3,Manufacturing Director,Divorced,7379,2,No,3,3,1,12,3,2,6,3,1,4
43,No,Travel_Frequently,Research & Development,10,4,3,Female,3,Laboratory Technician,Single,2455,0,No,3,1,0,9,5,3,8,7,1,7
36,No,Non-Travel,Research & Development,8,3,1,Female,4,Research Director,Married,11713,9,No,3,1,1,10,2,3,8,7,0,5
18,No,Non-Travel,Research & Development,1,3,4,Female,3,Laboratory Technician,Single,1611,1,No,3,3,0,0,5,4,0,0,0,0
36,No,Travel_Rarely,Research & Development,5,4,2,Female,2,Research Scientist,Married,3419,9,Yes,3,4,1,6,3,4,1,1,0,0
36,No,Non-Travel,Sales,15,4,4,Male,1,Sales Executive,Divorced,5406,1,No,4,1,1,15,4,2,15,12,11,11
27,No,Travel_Rarely,Research & Development,17,3,3,Male,3,Research Scientist,Married,3058,0,Yes,3,4,1,6,3,2,5,2,1,1
31,No,Travel_Rarely,Research & Development,7,2,2,Female,3,Manufacturing Director,Married,4306,1,No,3,2,1,13,5,1,13,10,3,12
41,No,Travel_Frequently,Research & Development,10,3,4,Male,2,Manager,Divorced,17181,4,No,3,2,1,21,2,2,7,6,7,7
37,No,Travel_Rarely,Research & Development,10,3,3,Female,4,Research Director,Married,13744,1,Yes,4,1,1,16,2,3,16,11,6,8
53,No,Travel_Rarely,Research & Development,7,3,3,Male,4,Research Director,Married,14814,3,No,3,3,0,32,3,3,5,1,1,3
39,No,Non-Travel,Sales,21,4,1,Female,1,Sales Executive,Married,5736,6,No,3,3,1,10,1,3,3,2,1,2
29,No,Travel_Rarely,Research & Development,1,3,4,Female,2,Research Director,Divorced,16124,3,No,3,2,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,1,4,2,Female,4,Research Scientist,Single,3280,2,No,3,3,0,10,2,3,4,2,1,3
40,No,Travel_Rarely,Research & Development,20,4,1,Male,3,Healthcare Representative,Married,10322,4,No,4,4,1,14,6,3,11,10,11,1
25,Yes,Travel_Rarely,Sales,5,3,3,Male,2,Sales Executive,Single,5744,1,Yes,3,4,0,6,1,3,6,4,0,3
27,No,Travel_Frequently,Sales,8,3,4,Male,3,Sales Executive,Single,8726,1,No,3,4,0,9,0,3,9,8,1,7
39,No,Travel_Rarely,Sales,24,1,2,Female,2,Sales Executive,Married,12031,0,No,3,1,1,21,2,2,20,9,9,6
34,No,Travel_Rarely,Research & Development,19,2,2,Male,3,Laboratory Technician,Divorced,2661,0,No,3,3,1,3,2,3,2,2,1,2
35,No,Travel_Rarely,Sales,28,4,2,Female,2,Sales Representative,Married,2430,0,No,4,1,2,6,5,3,5,3,4,2
36,Yes,Travel_Rarely,Research & Development,16,4,3,Female,4,Laboratory Technician,Single,2743,1,No,3,3,0,18,1,3,17,13,15,14
34,No,Travel_Frequently,Research & Development,10,4,4,Male,2,Healthcare Representative,Married,5063,1,No,3,2,1,8,3,2,8,2,7,7
26,Yes,Travel_Frequently,Research & Development,3,1,3,Male,3,Research Scientist,Single,3102,0,No,4,3,0,7,2,3,6,4,0,4
31,Yes,Travel_Rarely,Sales,16,4,1,Male,3,Sales Executive,Married,8161,2,No,3,1,3,10,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,2,3,Female,2,Research Scientist,Married,3920,2,No,3,1,1,17,2,2,3,1,0,2
28,Yes,Travel_Rarely,Research & Development,12,1,3,Female,3,Laboratory Technician,Married,2515,1,Yes,3,4,0,1,4,2,1,1,0,0
48,No,Travel_Rarely,Sales,7,3,3,Male,3,Sales Executive,Divorced,5486,4,No,3,1,3,15,3,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,2,4,Male,3,Manufacturing Director,Divorced,8793,1,No,4,3,2,9,4,2,9,7,1,7
28,Yes,Travel_Frequently,Research & Development,1,3,1,Male,2,Laboratory Technician,Divorced,2596,1,No,3,1,2,1,2,3,1,0,0,0
54,No,Travel_Rarely,Human Resources,19,4,3,Male,3,Human Resources,Married,10725,2,No,3,3,1,16,1,4,9,7,7,1
49,Yes,Travel_Rarely,Sales,11,3,3,Female,3,Sales Executive,Married,7654,1,No,3,1,2,9,3,4,9,8,7,7
44,No,Travel_Rarely,Research & Development,9,2,2,Male,3,Research Scientist,Married,2559,1,Yes,3,4,0,8,0,3,8,7,7,1
26,Yes,Travel_Rarely,Sales,8,3,4,Male,2,Sales Executive,Single,5326,6,No,3,3,0,6,2,2,4,3,1,2
42,No,Non-Travel,Research & Development,10,4,3,Male,3,Research Scientist,Married,2936,3,No,4,2,2,10,1,2,6,3,3,3
38,No,Travel_Rarely,Research & Development,29,3,4,Male,3,Manufacturing Director,Married,6261,3,No,3,1,1,9,3,1,7,7,1,7
39,No,Travel_Rarely,Research & Development,1,4,3,Female,3,Laboratory Technician,Divorced,2232,7,No,3,3,3,7,1,3,3,2,1,2
41,No,Travel_Rarely,Sales,6,3,4,Female,3,Manager,Single,13591,3,Yes,3,3,0,16,3,3,1,0,0,0
50,No,Travel_Rarely,Sales,9,3,3,Male,3,Manager,Married,19331,4,Yes,3,3,1,27,2,3,1,0,0,0
26,No,Travel_Rarely,Research & Development,1,2,2,Female,2,Research Scientist,Married,2933,1,Yes,3,3,1,1,3,2,1,0,1,0
27,No,Travel_Rarely,Research & Development,6,3,4,Male,2,Research Scientist,Married,2539,1,No,3,3,1,4,0,3,4,2,2,2
38,No,Travel_Rarely,Research & Development,17,1,3,Female,2,Healthcare Representative,Married,8823,0,No,3,1,1,20,4,2,19,9,1,9
27,Yes,Travel_Frequently,Human Resources,22,3,1,Female,2,Human Resources,Married,2863,1,No,3,1,0,1,2,3,1,0,0,0
30,No,Travel_Rarely,Sales,16,1,4,Male,3,Sales Executive,Married,5301,8,No,3,3,2,4,2,2,2,1,2,2
45,No,Travel_Rarely,Research & Development,28,3,4,Male,3,Research Scientist,Married,2132,4,No,4,4,1,8,3,3,5,4,0,3
45,No,Travel_Rarely,Human Resources,24,4,2,Male,3,Human Resources,Single,2177,1,No,3,1,0,6,3,3,6,3,0,4
34,Yes,Travel_Rarely,Human Resources,9,4,1,Female,3,Human Resources,Married,2742,1,No,3,4,0,2,0,3,2,2,2,2
37,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Manufacturing Director,Married,9434,1,No,3,3,1,10,2,3,10,7,7,8
40,No,Travel_Rarely,Research & Development,16,3,3,Female,3,Manufacturing Director,Single,7945,6,Yes,3,4,0,18,2,2,4,2,3,3
52,No,Travel_Rarely,Research & Development,6,2,4,Male,3,Research Scientist,Divorced,5577,3,Yes,3,2,2,18,3,3,10,9,6,9
30,No,Travel_Rarely,Sales,29,4,3,Male,3,Sales Executive,Married,9250,3,No,3,2,1,9,3,3,4,2,1,3
41,No,Travel_Rarely,Research & Development,28,4,1,Female,2,Manufacturing Director,Married,13570,0,No,4,3,1,21,3,3,20,7,0,10
49,No,Travel_Frequently,Sales,2,3,4,Male,2,Sales Executive,Married,5390,2,No,3,4,0,17,3,2,9,6,0,8
47,No,Travel_Rarely,Research & Development,2,2,3,Female,3,Manager,Married,16752,1,Yes,3,3,1,26,3,2,26,14,3,0
33,No,Travel_Frequently,Research & Development,1,2,1,Female,3,Research Director,Single,13458,1,Yes,3,3,0,15,1,3,15,14,8,12
29,No,Travel_Frequently,Research & Development,20,1,4,Male,3,Laboratory Technician,Married,3812,1,No,3,2,0,11,3,4,11,8,3,10
53,No,Travel_Rarely,Research & Development,2,3,4,Male,4,Research Director,Single,16598,4,No,3,2,0,35,2,2,9,8,8,8
35,No,Travel_Rarely,Research & Development,7,3,3,Male,3,Manufacturing Director,Single,10221,3,No,4,2,0,17,3,4,8,5,1,6
26,No,Travel_Rarely,Sales,5,3,4,Female,2,Sales Representative,Single,2966,0,No,3,4,0,5,2,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,5,3,3,Female,2,Manager,Single,11631,2,No,3,4,0,14,6,3,11,10,5,8
27,No,Travel_Rarely,Sales,8,4,2,Female,3,Sales Executive,Married,6214,1,No,3,1,1,8,3,3,8,7,0,7
43,No,Travel_Frequently,Research & Development,28,3,2,Female,4,Research Scientist,Single,4739,4,No,3,4,0,18,2,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,26,4,1,Male,3,Healthcare Representative,Married,5347,6,No,3,2,2,10,2,2,3,2,0,2
46,No,Travel_Rarely,Sales,3,3,1,Female,4,Sales Executive,Divorced,13225,2,No,3,4,1,25,5,3,19,17,2,8
38,No,Travel_Frequently,Research & Development,7,3,4,Male,4,Research Scientist,Divorced,2610,1,No,3,4,3,4,2,3,4,2,0,3
22,No,Travel_Rarely,Research & Development,2,1,3,Male,3,Laboratory Technician,Married,2523,0,No,3,3,1,3,2,3,2,1,2,1
41,Yes,Travel_Rarely,Sales,1,2,2,Female,3,Sales Executive,Single,5993,8,Yes,3,1,0,8,0,1,6,4,0,5
46,No,Travel_Rarely,Research & Development,7,2,4,Male,3,Manufacturing Director,Divorced,10845,6,No,3,2,1,13,3,3,8,7,0,7
43,No,Travel_Rarely,Research & Development,11,3,1,Male,3,Healthcare Representative,Married,7510,1,No,3,2,1,10,1,3,10,9,0,9
36,No,Travel_Rarely,Sales,2,4,3,Female,3,Sales Representative,Single,4502,3,No,3,3,0,17,2,2,13,7,6,7
32,Yes,Travel_Rarely,Sales,1,2,1,Male,1,Sales Executive,Single,6735,6,No,3,2,0,10,2,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,22,5,2,Female,3,Manager,Married,17426,3,No,4,3,1,36,6,3,10,8,4,7
34,No,Travel_Rarely,Research & Development,8,2,2,Female,3,Healthcare Representative,Single,6142,3,No,3,4,0,10,2,3,5,1,4,3
40,No,Travel_Rarely,Research & Development,2,1,2,Female,4,Healthcare Representative,Divorced,6377,5,No,4,2,3,15,0,3,12,11,11,8
25,No,Travel_Rarely,Research & Development,7,1,4,Male,2,Research Scientist,Married,2889,1,No,3,3,2,2,2,3,2,2,2,1
40,No,Travel_Rarely,Sales,2,2,4,Female,3,Sales Executive,Divorced,5715,7,No,3,3,2,8,5,3,5,4,1,3
36,No,Travel_Rarely,Research & Development,6,3,4,Male,3,Laboratory Technician,Married,3210,0,No,3,3,1,16,4,3,15,13,10,11
49,No,Travel_Rarely,Research & Development,20,4,3,Female,3,Manufacturing Director,Married,6567,1,No,3,3,0,16,2,2,15,11,5,11
59,No,Travel_Rarely,Research & Development,3,3,3,Female,4,Laboratory Technician,Married,2670,4,Yes,4,1,3,12,3,2,1,0,0,0
37,No,Travel_Rarely,Human Resources,8,2,3,Male,3,Human Resources,Divorced,4071,2,No,3,3,0,19,4,2,10,0,4,7
38,No,Travel_Rarely,Research & Development,25,2,1,Female,2,Research Director,Married,12061,3,No,3,3,1,19,2,3,10,8,0,1
37,No,Travel_Rarely,Sales,2,3,4,Male,3,Sales Executive,Married,9602,4,Yes,3,3,1,17,3,2,3,0,1,0
26,Yes,Travel_Frequently,Research & Development,5,2,3,Female,2,Research Scientist,Married,2366,1,Yes,3,1,1,8,2,3,8,7,1,7
30,No,Travel_Rarely,Research & Development,6,3,1,Female,2,Laboratory Technician,Married,4627,0,No,3,1,1,10,6,3,9,2,6,7
45,No,Travel_Rarely,Research & Development,29,3,3,Male,3,Research Scientist,Single,3452,5,No,3,2,0,9,2,2,6,5,0,3
36,Yes,Travel_Rarely,Sales,13,5,2,Male,2,Sales Executive,Divorced,6134,5,Yes,3,2,3,16,3,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,5,4,3,Male,3,Laboratory Technician,Single,3441,1,Yes,3,3,0,2,3,2,2,2,2,2
42,No,Travel_Rarely,Human Resources,10,3,3,Female,3,Manager,Married,16799,0,No,3,3,1,21,5,3,20,7,0,9
28,No,Travel_Rarely,Research & Development,1,3,4,Male,3,Research Scientist,Single,2080,2,No,3,2,0,5,2,2,3,2,1,2
35,No,Non-Travel,Research & Development,11,2,3,Male,2,Healthcare Representative,Married,9884,2,Yes,3,3,1,10,3,3,4,0,2,3
27,No,Travel_Rarely,Research & Development,2,1,1,Male,3,Laboratory Technician,Married,3468,9,No,3,4,1,6,3,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,4,2,Male,1,Research Scientist,Divorced,2720,1,No,3,4,1,10,5,3,10,7,2,8
34,No,Travel_Rarely,Sales,3,1,4,Female,2,Sales Executive,Married,8103,3,Yes,3,3,0,9,3,2,4,2,0,1
30,No,Non-Travel,Sales,22,4,3,Female,3,Sales Executive,Married,8412,0,No,3,3,0,10,3,3,9,8,7,8
50,No,Travel_Frequently,Research & Development,22,5,3,Male,1,Research Director,Single,14411,1,Yes,3,4,0,32,2,3,32,6,13,9
29,No,Travel_Rarely,Research & Development,27,3,2,Female,3,Healthcare Representative,Married,4335,4,No,3,1,1,11,3,2,8,7,1,1
36,No,Travel_Rarely,Research & Development,2,4,3,Male,3,Laboratory Technician,Single,2519,4,No,4,3,0,16,6,3,11,8,3,9
39,No,Travel_Rarely,Sales,21,4,1,Male,2,Sales Executive,Married,6120,3,Yes,3,4,2,8,2,4,5,4,1,4
29,No,Travel_Rarely,Sales,20,2,4,Male,3,Sales Executive,Divorced,6931,2,No,3,4,1,10,2,3,3,2,0,2
40,No,Travel_Rarely,Sales,2,4,3,Female,3,Manager,Married,18041,0,No,3,4,0,21,2,3,20,15,1,12
29,No,Travel_Rarely,Research & Development,8,1,3,Female,1,Healthcare Representative,Married,9715,3,No,3,3,1,9,3,3,7,7,0,7
55,No,Travel_Rarely,Research & Development,2,2,4,Female,1,Manager,Married,19187,4,No,3,4,1,23,5,3,19,9,9,11
